trainee,id,cat,subcat,grade
1,9,성격의 장단점,장점 기술,A
1,9,성격의 장단점,단점 기술 및 극복 노력,A
1,9,성격의 장단점,대인관계 성향,A
1,9,학창시절,학업 태도,A
1,9,학창시절,활동 참여,A
1,9,학창시절,성취 및 도전 경험,A
1,9,지원동기,회사/직무 이해도,B
1,9,지원동기,지원 이유의 명확성,A
1,9,지원동기,직무 적합성 강조,E
1,9,입사 후 포부,단기 목표,A
1,9,입사 후 포부,장기 비전,B
1,9,입사 후 포부,기여 방안,A
1,9,직무 경험,실무 경험,A
1,9,직무 경험,직무 관련 능력,A
1,9,직무 경험,문제 해결력,A
1,10,성장과정,가치관,A
1,10,성장과정,가족/환경의 영향,A
1,10,성장과정,전환점/특별한 경험,A
1,10,성격의 장단점,장점 기술,A
1,10,성격의 장단점,단점 기술 및 극복 노력,A
1,10,성격의 장단점,대인관계 성향,B
1,10,학창시절,학업 태도,A
1,10,학창시절,활동 참여,B
1,10,학창시절,성취 및 도전 경험,A
1,10,지원동기,회사/직무 이해도,A
1,10,지원동기,지원 이유의 명확성,A
1,10,지원동기,직무 적합성 강조,E
1,10,입사 후 포부,단기 목표,A
1,10,입사 후 포부,장기 비전,A
1,10,입사 후 포부,기여 방안,B
1,10,직무 경험,실무 경험,B
1,10,직무 경험,직무 관련 능력,A
1,10,직무 경험,문제 해결력,A
1,19,성장과정,가치관,A
1,19,성장과정,가족/환경의 영향,B
1,19,성장과정,전환점/특별한 경험,A
1,19,성격의 장단점,장점 기술,A
1,19,성격의 장단점,단점 기술 및 극복 노력,A
1,19,성격의 장단점,대인관계 성향,A
1,19,학창시절,학업 태도,A
1,19,학창시절,활동 참여,A
1,19,학창시절,성취 및 도전 경험,A
1,19,지원동기,회사/직무 이해도,B
1,19,지원동기,지원 이유의 명확성,A
1,19,지원동기,직무 적합성 강조,E
1,19,입사 후 포부,단기 목표,A
1,19,입사 후 포부,장기 비전,A
1,19,입사 후 포부,기여 방안,A
1,19,직무 경험,실무 경험,A
1,19,직무 경험,직무 관련 능력,A
1,19,직무 경험,문제 해결력,A
1,12,성장과정,가치관,A
1,12,성장과정,가족/환경의 영향,C
1,12,성장과정,전환점/특별한 경험,B
1,12,성격의 장단점,장점 기술,A
1,12,성격의 장단점,단점 기술 및 극복 노력,A
1,12,성격의 장단점,대인관계 성향,A
1,12,학창시절,학업 태도,A
1,12,학창시절,활동 참여,A
1,12,학창시절,성취 및 도전 경험,A
1,12,지원동기,회사/직무 이해도,B
1,12,지원동기,지원 이유의 명확성,A
1,12,지원동기,직무 적합성 강조,E
1,12,입사 후 포부,단기 목표,A
1,12,입사 후 포부,장기 비전,A
1,12,입사 후 포부,기여 방안,A
1,12,직무 경험,실무 경험,A
1,12,직무 경험,직무 관련 능력,A
1,12,직무 경험,문제 해결력,A
1,18,성장과정,가치관,B
1,18,성장과정,가족/환경의 영향,C
1,18,성장과정,전환점/특별한 경험,B
1,18,성격의 장단점,장점 기술,B
1,18,성격의 장단점,단점 기술 및 극복 노력,D
1,18,성격의 장단점,대인관계 성향,B
1,18,학창시절,학업 태도,B
1,18,학창시절,활동 참여,B
1,18,학창시절,성취 및 도전 경험,B
1,18,지원동기,회사/직무 이해도,B
1,18,지원동기,지원 이유의 명확성,A
1,18,지원동기,직무 적합성 강조,E
1,18,입사 후 포부,단기 목표,A
1,18,입사 후 포부,장기 비전,A
1,18,입사 후 포부,기여 방안,B
1,18,직무 경험,실무 경험,B
1,18,직무 경험,직무 관련 능력,B
1,18,직무 경험,문제 해결력,B
1,21,성장과정,가치관,A
1,21,성장과정,가족/환경의 영향,A
1,21,성장과정,전환점/특별한 경험,A
1,21,성격의 장단점,장점 기술,A
1,21,성격의 장단점,단점 기술 및 극복 노력,A
1,21,성격의 장단점,대인관계 성향,B
1,21,학창시절,학업 태도,A
1,21,학창시절,활동 참여,B
1,21,학창시절,성취 및 도전 경험,A
1,21,지원동기,회사/직무 이해도,A
1,21,지원동기,지원 이유의 명확성,A
1,21,지원동기,직무 적합성 강조,E
1,21,입사 후 포부,단기 목표,A
1,21,입사 후 포부,장기 비전,A
1,21,입사 후 포부,기여 방안,A
1,21,직무 경험,실무 경험,B
1,21,직무 경험,직무 관련 능력,B
1,21,직무 경험,문제 해결력,B
1,22,성장과정,가치관,A
1,22,성장과정,가족/환경의 영향,B
1,22,성장과정,전환점/특별한 경험,A
1,22,성격의 장단점,장점 기술,A
1,22,성격의 장단점,단점 기술 및 극복 노력,A
1,22,성격의 장단점,대인관계 성향,A
1,22,학창시절,학업 태도,A
1,22,학창시절,활동 참여,A
1,22,학창시절,성취 및 도전 경험,A
1,22,지원동기,회사/직무 이해도,A
1,22,지원동기,지원 이유의 명확성,A
1,22,지원동기,직무 적합성 강조,E
1,22,입사 후 포부,단기 목표,A
1,22,입사 후 포부,장기 비전,A
1,22,입사 후 포부,기여 방안,A
1,22,직무 경험,실무 경험,A
1,22,직무 경험,직무 관련 능력,A
1,22,직무 경험,문제 해결력,A
1,23,성장과정,가치관,A
1,23,성장과정,가족/환경의 영향,C
1,23,성장과정,전환점/특별한 경험,A
1,23,성격의 장단점,장점 기술,A
1,23,성격의 장단점,단점 기술 및 극복 노력,B
1,23,성격의 장단점,대인관계 성향,A
1,23,학창시절,학업 태도,A
1,23,학창시절,활동 참여,B
1,23,학창시절,성취 및 도전 경험,A
1,23,지원동기,회사/직무 이해도,A
1,23,지원동기,지원 이유의 명확성,A
1,23,지원동기,직무 적합성 강조,E
1,23,입사 후 포부,단기 목표,A
1,23,입사 후 포부,장기 비전,A
1,23,입사 후 포부,기여 방안,A
1,23,직무 경험,실무 경험,A
1,23,직무 경험,직무 관련 능력,A
1,23,직무 경험,문제 해결력,A
1,24,성장과정,가치관,A
1,24,성장과정,가족/환경의 영향,B
1,24,성장과정,전환점/특별한 경험,B
1,24,성격의 장단점,장점 기술,A
1,24,성격의 장단점,단점 기술 및 극복 노력,A
1,24,성격의 장단점,대인관계 성향,B
1,24,학창시절,학업 태도,A
1,24,학창시절,활동 참여,B
1,24,학창시절,성취 및 도전 경험,A
1,24,지원동기,회사/직무 이해도,A
1,24,지원동기,지원 이유의 명확성,A
1,24,지원동기,직무 적합성 강조,E
1,24,입사 후 포부,단기 목표,A
1,24,입사 후 포부,장기 비전,B
1,24,입사 후 포부,기여 방안,A
1,24,직무 경험,실무 경험,B
1,24,직무 경험,직무 관련 능력,A
1,24,직무 경험,문제 해결력,A
1,25,성장과정,가치관,A
1,25,성장과정,가족/환경의 영향,C
1,25,성장과정,전환점/특별한 경험,A
1,25,성격의 장단점,장점 기술,A
1,25,성격의 장단점,단점 기술 및 극복 노력,B
1,25,성격의 장단점,대인관계 성향,A
1,25,학창시절,학업 태도,A
1,25,학창시절,활동 참여,A
1,25,학창시절,성취 및 도전 경험,A
1,25,지원동기,회사/직무 이해도,A
1,25,지원동기,지원 이유의 명확성,A
1,25,지원동기,직무 적합성 강조,E
1,25,입사 후 포부,단기 목표,A
1,25,입사 후 포부,장기 비전,A
1,25,입사 후 포부,기여 방안,A
1,25,직무 경험,실무 경험,A
1,25,직무 경험,직무 관련 능력,A
1,25,직무 경험,문제 해결력,A
1,26,성장과정,가치관,A
1,26,성장과정,가족/환경의 영향,C
1,26,성장과정,전환점/특별한 경험,B
1,26,성격의 장단점,장점 기술,A
1,26,성격의 장단점,단점 기술 및 극복 노력,A
1,26,성격의 장단점,대인관계 성향,A
1,26,학창시절,학업 태도,A
1,26,학창시절,활동 참여,A
1,26,학창시절,성취 및 도전 경험,B
1,26,지원동기,회사/직무 이해도,B
1,26,지원동기,지원 이유의 명확성,A
1,26,지원동기,직무 적합성 강조,E
1,26,입사 후 포부,단기 목표,A
1,26,입사 후 포부,장기 비전,A
1,26,입사 후 포부,기여 방안,A
1,26,직무 경험,실무 경험,A
1,26,직무 경험,직무 관련 능력,A
1,26,직무 경험,문제 해결력,A
1,27,성장과정,가치관,A
1,27,성장과정,가족/환경의 영향,C
1,27,성장과정,전환점/특별한 경험,A
1,27,성격의 장단점,장점 기술,A
1,27,성격의 장단점,단점 기술 및 극복 노력,B
1,27,성격의 장단점,대인관계 성향,A
1,27,학창시절,학업 태도,A
1,27,학창시절,활동 참여,A
1,27,학창시절,성취 및 도전 경험,A
1,27,지원동기,회사/직무 이해도,A
1,27,지원동기,지원 이유의 명확성,A
1,27,지원동기,직무 적합성 강조,E
1,27,입사 후 포부,단기 목표,A
1,27,입사 후 포부,장기 비전,A
1,27,입사 후 포부,기여 방안,A
1,27,직무 경험,실무 경험,B
1,27,직무 경험,직무 관련 능력,A
1,27,직무 경험,문제 해결력,A
1,28,성장과정,가치관,B
1,28,성장과정,가족/환경의 영향,C
1,28,성장과정,전환점/특별한 경험,A
1,28,성격의 장단점,장점 기술,A
1,28,성격의 장단점,단점 기술 및 극복 노력,B
1,28,성격의 장단점,대인관계 성향,A
1,28,학창시절,학업 태도,A
1,28,학창시절,활동 참여,A
1,28,학창시절,성취 및 도전 경험,A
1,28,지원동기,회사/직무 이해도,B
1,28,지원동기,지원 이유의 명확성,A
1,28,지원동기,직무 적합성 강조,E
1,28,입사 후 포부,단기 목표,A
1,28,입사 후 포부,장기 비전,A
1,28,입사 후 포부,기여 방안,A
1,28,직무 경험,실무 경험,A
1,28,직무 경험,직무 관련 능력,A
1,28,직무 경험,문제 해결력,A
1,29,성장과정,가치관,A
1,29,성장과정,가족/환경의 영향,A
1,29,성장과정,전환점/특별한 경험,A
1,29,성격의 장단점,장점 기술,A
1,29,성격의 장단점,단점 기술 및 극복 노력,A
1,29,성격의 장단점,대인관계 성향,A
1,29,학창시절,학업 태도,A
1,29,학창시절,활동 참여,A
1,29,학창시절,성취 및 도전 경험,A
1,29,지원동기,회사/직무 이해도,A
1,29,지원동기,지원 이유의 명확성,A
1,29,지원동기,직무 적합성 강조,E
1,29,입사 후 포부,단기 목표,A
1,29,입사 후 포부,장기 비전,A
1,29,입사 후 포부,기여 방안,A
1,29,직무 경험,실무 경험,A
1,29,직무 경험,직무 관련 능력,A
1,29,직무 경험,문제 해결력,A
1,30,성장과정,가치관,A
1,30,성장과정,가족/환경의 영향,C
1,30,성장과정,전환점/특별한 경험,B
1,30,성격의 장단점,장점 기술,A
1,30,성격의 장단점,단점 기술 및 극복 노력,B
1,30,성격의 장단점,대인관계 성향,A
1,30,학창시절,학업 태도,B
1,30,학창시절,활동 참여,A
1,30,학창시절,성취 및 도전 경험,A
1,30,지원동기,회사/직무 이해도,A
1,30,지원동기,지원 이유의 명확성,A
1,30,지원동기,직무 적합성 강조,E
1,30,입사 후 포부,단기 목표,A
1,30,입사 후 포부,장기 비전,A
1,30,입사 후 포부,기여 방안,A
1,30,직무 경험,실무 경험,A
1,30,직무 경험,직무 관련 능력,A
1,30,직무 경험,문제 해결력,A
15,1,성장과정,가치관,B
15,1,성장과정,가족/환경의 영향,B
15,1,성장과정,전환점/특별한 경험,A
15,1,성격의 장단점,장점 기술,A
15,1,성격의 장단점,단점 기술 및 극복 노력,B
15,1,성격의 장단점,대인관계 성향,A
15,1,학창시절,학업 태도,B
15,1,학창시절,활동 참여,B
15,1,학창시절,성취 및 도전 경험,B
15,1,지원동기,회사/직무 이해도,B
15,1,지원동기,지원 이유의 명확성,B
15,1,지원동기,직무 적합성 강조,E
15,1,입사 후 포부,단기 목표,B
15,1,입사 후 포부,장기 비전,B
15,1,입사 후 포부,기여 방안,C
15,1,직무 경험,실무 경험,B
15,1,직무 경험,직무 관련 능력,B
15,1,직무 경험,문제 해결력,B
15,2,성장과정,가치관,A
15,2,성장과정,가족/환경의 영향,B
15,2,성장과정,전환점/특별한 경험,A
15,2,성격의 장단점,장점 기술,A
15,2,성격의 장단점,단점 기술 및 극복 노력,A
15,2,성격의 장단점,대인관계 성향,A
15,2,학창시절,학업 태도,A
15,2,학창시절,활동 참여,A
15,2,학창시절,성취 및 도전 경험,A
15,2,지원동기,회사/직무 이해도,B
15,2,지원동기,지원 이유의 명확성,A
15,2,지원동기,직무 적합성 강조,E
15,2,입사 후 포부,단기 목표,B
15,2,입사 후 포부,장기 비전,B
15,2,입사 후 포부,기여 방안,C
15,2,직무 경험,실무 경험,B
15,2,직무 경험,직무 관련 능력,B
15,2,직무 경험,문제 해결력,C
15,3,성장과정,가치관,C
15,3,성장과정,가족/환경의 영향,D
15,3,성장과정,전환점/특별한 경험,C
15,3,성격의 장단점,장점 기술,B
15,3,성격의 장단점,단점 기술 및 극복 노력,D
15,3,성격의 장단점,대인관계 성향,A
15,3,학창시절,학업 태도,B
15,3,학창시절,활동 참여,D
15,3,학창시절,성취 및 도전 경험,D
15,3,지원동기,회사/직무 이해도,C
15,3,지원동기,지원 이유의 명확성,C
15,3,지원동기,직무 적합성 강조,E
15,3,입사 후 포부,단기 목표,C
15,3,입사 후 포부,장기 비전,D
15,3,입사 후 포부,기여 방안,C
15,3,직무 경험,실무 경험,C
15,3,직무 경험,직무 관련 능력,D
15,3,직무 경험,문제 해결력,D
15,4,성장과정,가치관,A
15,4,성장과정,가족/환경의 영향,B
15,4,성장과정,전환점/특별한 경험,A
15,4,성격의 장단점,장점 기술,A
15,4,성격의 장단점,단점 기술 및 극복 노력,A
15,4,성격의 장단점,대인관계 성향,A
15,4,학창시절,학업 태도,A
15,4,학창시절,활동 참여,B
15,4,학창시절,성취 및 도전 경험,A
15,4,지원동기,회사/직무 이해도,A
15,4,지원동기,지원 이유의 명확성,A
15,4,지원동기,직무 적합성 강조,E
15,4,입사 후 포부,단기 목표,A
15,4,입사 후 포부,장기 비전,A
15,4,입사 후 포부,기여 방안,A
15,4,직무 경험,실무 경험,A
15,4,직무 경험,직무 관련 능력,A
15,4,직무 경험,문제 해결력,B
15,5,성장과정,가치관,C
15,5,성장과정,가족/환경의 영향,D
15,5,성장과정,전환점/특별한 경험,C
15,5,성격의 장단점,장점 기술,B
15,5,성격의 장단점,단점 기술 및 극복 노력,D
15,5,성격의 장단점,대인관계 성향,B
15,5,학창시절,학업 태도,B
15,5,학창시절,활동 참여,C
15,5,학창시절,성취 및 도전 경험,B
15,5,지원동기,회사/직무 이해도,C
15,5,지원동기,지원 이유의 명확성,C
15,5,지원동기,직무 적합성 강조,E
15,5,입사 후 포부,단기 목표,C
15,5,입사 후 포부,장기 비전,D
15,5,입사 후 포부,기여 방안,C
15,5,직무 경험,실무 경험,B
15,5,직무 경험,직무 관련 능력,C
15,5,직무 경험,문제 해결력,D
15,6,성장과정,가치관,A
15,6,성장과정,가족/환경의 영향,B
15,6,성장과정,전환점/특별한 경험,A
15,6,성격의 장단점,장점 기술,A
15,6,성격의 장단점,단점 기술 및 극복 노력,A
15,6,성격의 장단점,대인관계 성향,A
15,6,학창시절,학업 태도,B
15,6,학창시절,활동 참여,A
15,6,학창시절,성취 및 도전 경험,A
15,6,지원동기,회사/직무 이해도,A
15,6,지원동기,지원 이유의 명확성,A
15,6,지원동기,직무 적합성 강조,E
15,6,입사 후 포부,단기 목표,A
15,6,입사 후 포부,장기 비전,B
15,6,입사 후 포부,기여 방안,B
15,6,직무 경험,실무 경험,A
15,6,직무 경험,직무 관련 능력,A
15,6,직무 경험,문제 해결력,B
15,7,성장과정,가치관,A
15,7,성장과정,가족/환경의 영향,B
15,7,성장과정,전환점/특별한 경험,A
15,7,성격의 장단점,장점 기술,A
15,7,성격의 장단점,단점 기술 및 극복 노력,A
15,7,성격의 장단점,대인관계 성향,A
15,7,학창시절,학업 태도,A
15,7,학창시절,활동 참여,A
15,7,학창시절,성취 및 도전 경험,B
15,7,지원동기,회사/직무 이해도,A
15,7,지원동기,지원 이유의 명확성,A
15,7,지원동기,직무 적합성 강조,E
15,7,입사 후 포부,단기 목표,A
15,7,입사 후 포부,장기 비전,B
15,7,입사 후 포부,기여 방안,A
15,7,직무 경험,실무 경험,A
15,7,직무 경험,직무 관련 능력,A
15,7,직무 경험,문제 해결력,B
15,8,성장과정,가치관,A
15,8,성장과정,가족/환경의 영향,B
15,8,성장과정,전환점/특별한 경험,A
15,8,성격의 장단점,장점 기술,A
15,8,성격의 장단점,단점 기술 및 극복 노력,A
15,8,성격의 장단점,대인관계 성향,A
15,8,학창시절,학업 태도,A
15,8,학창시절,활동 참여,A
15,8,학창시절,성취 및 도전 경험,B
15,8,지원동기,회사/직무 이해도,B
15,8,지원동기,지원 이유의 명확성,A
15,8,지원동기,직무 적합성 강조,E
15,8,입사 후 포부,단기 목표,B
15,8,입사 후 포부,장기 비전,C
15,8,입사 후 포부,기여 방안,C
15,8,직무 경험,실무 경험,B
15,8,직무 경험,직무 관련 능력,B
15,8,직무 경험,문제 해결력,C
15,9,성장과정,가치관,A
15,9,성장과정,가족/환경의 영향,A
15,9,성장과정,전환점/특별한 경험,A
15,9,성격의 장단점,장점 기술,A
15,9,성격의 장단점,단점 기술 및 극복 노력,A
15,9,성격의 장단점,대인관계 성향,B
15,9,학창시절,학업 태도,A
15,9,학창시절,활동 참여,B
15,9,학창시절,성취 및 도전 경험,A
15,9,지원동기,회사/직무 이해도,B
15,9,지원동기,지원 이유의 명확성,A
15,9,지원동기,직무 적합성 강조,E
15,9,입사 후 포부,단기 목표,A
15,9,입사 후 포부,장기 비전,B
15,9,입사 후 포부,기여 방안,C
15,9,직무 경험,실무 경험,B
15,9,직무 경험,직무 관련 능력,A
15,9,직무 경험,문제 해결력,C
15,10,성장과정,가치관,A
15,10,성장과정,가족/환경의 영향,A
15,10,성장과정,전환점/특별한 경험,A
15,10,성격의 장단점,장점 기술,A
15,10,성격의 장단점,단점 기술 및 극복 노력,A
15,10,성격의 장단점,대인관계 성향,A
15,10,학창시절,학업 태도,A
15,10,학창시절,활동 참여,A
15,10,학창시절,성취 및 도전 경험,A
15,10,지원동기,회사/직무 이해도,A
15,10,지원동기,지원 이유의 명확성,A
15,10,지원동기,직무 적합성 강조,E
15,10,입사 후 포부,단기 목표,A
15,10,입사 후 포부,장기 비전,A
15,10,입사 후 포부,기여 방안,A
15,10,직무 경험,실무 경험,A
15,10,직무 경험,직무 관련 능력,A
15,10,직무 경험,문제 해결력,B
15,11,성장과정,가치관,B
15,11,성장과정,가족/환경의 영향,C
15,11,성장과정,전환점/특별한 경험,B
15,11,성격의 장단점,장점 기술,A
15,11,성격의 장단점,단점 기술 및 극복 노력,C
15,11,성격의 장단점,대인관계 성향,A
15,11,학창시절,학업 태도,A
15,11,학창시절,활동 참여,B
15,11,학창시절,성취 및 도전 경험,B
15,11,지원동기,회사/직무 이해도,B
15,11,지원동기,지원 이유의 명확성,B
15,11,지원동기,직무 적합성 강조,E
15,11,입사 후 포부,단기 목표,B
15,11,입사 후 포부,장기 비전,C
15,11,입사 후 포부,기여 방안,C
15,11,직무 경험,실무 경험,A
15,11,직무 경험,직무 관련 능력,B
15,11,직무 경험,문제 해결력,C
15,12,성장과정,가치관,A
15,12,성장과정,가족/환경의 영향,A
15,12,성장과정,전환점/특별한 경험,A
15,12,성격의 장단점,장점 기술,A
15,12,성격의 장단점,단점 기술 및 극복 노력,A
15,12,성격의 장단점,대인관계 성향,B
15,12,학창시절,학업 태도,A
15,12,학창시절,활동 참여,A
15,12,학창시절,성취 및 도전 경험,A
15,12,지원동기,회사/직무 이해도,B
15,12,지원동기,지원 이유의 명확성,A
15,12,지원동기,직무 적합성 강조,E
15,12,입사 후 포부,단기 목표,B
15,12,입사 후 포부,장기 비전,C
15,12,입사 후 포부,기여 방안,B
15,12,직무 경험,실무 경험,A
15,12,직무 경험,직무 관련 능력,A
15,12,직무 경험,문제 해결력,B
15,13,성장과정,가치관,B
15,13,성장과정,가족/환경의 영향,B
15,13,성장과정,전환점/특별한 경험,B
15,13,성격의 장단점,장점 기술,A
15,13,성격의 장단점,단점 기술 및 극복 노력,C
15,13,성격의 장단점,대인관계 성향,A
15,13,학창시절,학업 태도,A
15,13,학창시절,활동 참여,A
15,13,학창시절,성취 및 도전 경험,A
15,13,지원동기,회사/직무 이해도,B
15,13,지원동기,지원 이유의 명확성,B
15,13,지원동기,직무 적합성 강조,E
15,13,입사 후 포부,단기 목표,B
15,13,입사 후 포부,장기 비전,C
15,13,입사 후 포부,기여 방안,C
15,13,직무 경험,실무 경험,A
15,13,직무 경험,직무 관련 능력,B
15,13,직무 경험,문제 해결력,C
6,30,성장과정,가치관,B
6,30,성장과정,가족/환경의 영향,C
6,30,성장과정,전환점/특별한 경험,C
6,30,성격의 장단점,장점 기술,B
6,30,성격의 장단점,단점 기술 및 극복 노력,B
6,30,성격의 장단점,대인관계 성향,B
6,30,학창시절,학업 태도,A
6,30,학창시절,활동 참여,A
6,30,학창시절,성취 및 도전 경험,B
6,30,지원동기,회사/직무 이해도,C
6,30,지원동기,지원 이유의 명확성,C
6,30,지원동기,직무 적합성 강조,E
6,30,입사 후 포부,단기 목표,D
6,30,입사 후 포부,장기 비전,D
6,30,입사 후 포부,기여 방안,E
6,30,직무 경험,실무 경험,B
6,30,직무 경험,직무 관련 능력,C
6,30,직무 경험,문제 해결력,C
7,12,성장과정,가치관,E
7,12,성장과정,가족/환경의 영향,E
7,12,성장과정,전환점/특별한 경험,E
7,12,성격의 장단점,장점 기술,B
7,12,성격의 장단점,단점 기술 및 극복 노력,E
7,12,성격의 장단점,대인관계 성향,C
7,12,학창시절,학업 태도,E
7,12,학창시절,활동 참여,E
7,12,학창시절,성취 및 도전 경험,A
7,12,지원동기,회사/직무 이해도,A
7,12,지원동기,지원 이유의 명확성,A
7,12,지원동기,직무 적합성 강조,E
7,12,입사 후 포부,단기 목표,B
7,12,입사 후 포부,장기 비전,B
7,12,입사 후 포부,기여 방안,B
7,12,직무 경험,실무 경험,A
7,12,직무 경험,직무 관련 능력,B
7,12,직무 경험,문제 해결력,B
7,13,성장과정,가치관,A
7,13,성장과정,가족/환경의 영향,A
7,13,성장과정,전환점/특별한 경험,B
7,13,성격의 장단점,장점 기술,B
7,13,성격의 장단점,단점 기술 및 극복 노력,B
7,13,성격의 장단점,대인관계 성향,C
7,13,학창시절,학업 태도,B
7,13,학창시절,활동 참여,E
7,13,학창시절,성취 및 도전 경험,C
7,13,지원동기,회사/직무 이해도,A
7,13,지원동기,지원 이유의 명확성,B
7,13,지원동기,직무 적합성 강조,E
7,13,입사 후 포부,단기 목표,B
7,13,입사 후 포부,장기 비전,B
7,13,입사 후 포부,기여 방안,D
7,13,직무 경험,실무 경험,D
7,13,직무 경험,직무 관련 능력,B
7,13,직무 경험,문제 해결력,C
7,14,성장과정,가치관,A
7,14,성장과정,가족/환경의 영향,B
7,14,성장과정,전환점/특별한 경험,B
7,14,성격의 장단점,장점 기술,B
7,14,성격의 장단점,단점 기술 및 극복 노력,B
7,14,성격의 장단점,대인관계 성향,B
7,14,학창시절,학업 태도,B
7,14,학창시절,활동 참여,E
7,14,학창시절,성취 및 도전 경험,C
7,14,지원동기,회사/직무 이해도,B
7,14,지원동기,지원 이유의 명확성,B
7,14,지원동기,직무 적합성 강조,E
7,14,입사 후 포부,단기 목표,C
7,14,입사 후 포부,장기 비전,C
7,14,입사 후 포부,기여 방안,B
7,14,직무 경험,실무 경험,C
7,14,직무 경험,직무 관련 능력,B
7,14,직무 경험,문제 해결력,B
7,15,성장과정,가치관,A
7,15,성장과정,가족/환경의 영향,A
7,15,성장과정,전환점/특별한 경험,B
7,15,성격의 장단점,장점 기술,A
7,15,성격의 장단점,단점 기술 및 극복 노력,B
7,15,성격의 장단점,대인관계 성향,B
7,15,학창시절,학업 태도,A
7,15,학창시절,활동 참여,E
7,15,학창시절,성취 및 도전 경험,C
7,15,지원동기,회사/직무 이해도,B
7,15,지원동기,지원 이유의 명확성,A
7,15,지원동기,직무 적합성 강조,E
7,15,입사 후 포부,단기 목표,B
7,15,입사 후 포부,장기 비전,B
7,15,입사 후 포부,기여 방안,B
7,15,직무 경험,실무 경험,D
7,15,직무 경험,직무 관련 능력,C
7,15,직무 경험,문제 해결력,C
6,31,성장과정,가치관,B
6,31,성장과정,가족/환경의 영향,C
6,31,성장과정,전환점/특별한 경험,C
6,31,성격의 장단점,장점 기술,B
6,31,성격의 장단점,단점 기술 및 극복 노력,B
6,31,성격의 장단점,대인관계 성향,C
6,31,학창시절,학업 태도,B
6,31,학창시절,활동 참여,C
6,31,학창시절,성취 및 도전 경험,C
6,31,지원동기,회사/직무 이해도,E
6,31,지원동기,지원 이유의 명확성,E
6,31,지원동기,직무 적합성 강조,E
6,31,입사 후 포부,단기 목표,E
6,31,입사 후 포부,장기 비전,E
6,31,입사 후 포부,기여 방안,E
6,31,직무 경험,실무 경험,E
6,31,직무 경험,직무 관련 능력,D
6,31,직무 경험,문제 해결력,D
6,32,성장과정,가치관,A
6,32,성장과정,가족/환경의 영향,C
6,32,성장과정,전환점/특별한 경험,B
6,32,성격의 장단점,장점 기술,A
6,32,성격의 장단점,단점 기술 및 극복 노력,A
6,32,성격의 장단점,대인관계 성향,A
6,32,학창시절,학업 태도,C
6,32,학창시절,활동 참여,B
6,32,학창시절,성취 및 도전 경험,B
6,32,지원동기,회사/직무 이해도,B
6,32,지원동기,지원 이유의 명확성,B
6,32,지원동기,직무 적합성 강조,E
6,32,입사 후 포부,단기 목표,B
6,32,입사 후 포부,장기 비전,B
6,32,입사 후 포부,기여 방안,B
6,32,직무 경험,실무 경험,B
6,32,직무 경험,직무 관련 능력,B
6,32,직무 경험,문제 해결력,A
